annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2022-2023,8,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,54431,10095,2902,10.099069985,47522,2.3350205753,21457,1405,345,4.1639431706,15433,2.8113729058,32974,4996,1198,13.961204274,32089,2.1059219584,8690,2557
2022-2023,8,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,25803,4038,1757,8.5124095712,22822,2.0850340558,17460,1209,696,4.1455381348,14505,2.5955966333,8343,2282,231,17.651277518,8317,1.1946035897,2829,1061
2022-2023,8,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,22662,2875,3271,13.29114211,19309,2.3733507259,13916,606,1161,5.7771328367,10593,3.2855041852,8746,3390,1175,25.246887942,8716,1.2647640355,2269,2110
2022-2023,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,39280,7234,1971,12.572163873,31345,3.1481625813,26885,2369,947,6.7702249292,18992,4.3090792907,12395,5236,1952,25.156684124,12353,1.3633224498,4865,1024
2022-2023,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,2173,102,2165,20.809390883,2149,0.3342394395,973,28,965,3.7549240608,949,0.4635824259,1200,766,286,34.637721065,1200,0.2319506944,74,1200
2022-2023,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,19692,3135,668,9.7340603629,14373,3.6368461892,14727,1233,333,5.7829785428,9431,4.5166082011,4965,1878,251,21.453613629,4942,1.9579640496,1902,335
2022-2023,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,25252,3146,1939,8.1746405675,18826,3.5705302655,18749,898,786,5.4574989185,12351,4.6127752814,6503,1569,83,16.008515514,6475,1.582457958,2248,1153
2022-2023,8,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,11200,3135,338,9.3611410218,10899,1.2444884852,6830,1258,283,3.6351002115,6536,1.4552875952,4370,1237,155,18.310536613,4363,0.9287004991,1877,55
2022-2023,8,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,6615,681,160,3.9781161502,6211,1.4870749924,6449,639,155,3.8597031409,6046,1.4922700959,166,3,0,8.5783902276,165,1.2967138047,42,5
2022-2023,8,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,7180,877,239,2.9750571418,5881,1.4445206786,6702,718,221,2.8346913028,5404,1.5057279587,478,0,0,4.9431154114,477,0.7510948055,159,18
2022-2023,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,23451,2928,2766,11.715135886,14965,3.8116474552,15297,1111,758,5.2761258017,6995,4.3776130569,8154,2569,1207,23.794794613,7970,3.3149185487,1817,2008
2022-2023,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,20789,3438,767,12.251612672,13917,3.216886342,13949,1083,503,4.9746245848,7190,3.7417742621,6840,2320,1296,27.091774488,6727,2.655871901,2355,264
2022-2023,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,8682,1141,441,6.2989251069,7560,2.6062903072,5787,510,225,3.7791412745,4776,2.7336686907,2895,345,125,11.335881597,2784,2.3877704941,631,216
2022-2023,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,13785,1642,605,8.9672110587,9778,3.3555449592,10546,697,258,3.7944772109,6572,3.5631957125,3239,1132,594,25.809338616,3206,2.9298803459,945,347
2022-2023,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,6741,712,198,5.4189071849,6109,2.1337096452,5363,450,135,4.1094560984,4741,2.1598320795,1378,133,47,10.515123569,1368,2.0431786062,262,63
2022-2023,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,10258,717,266,5.4583342811,8264,3.0416542299,8954,494,194,4.357953925,6995,3.1138324597,1304,204,34,13.01416688,1269,2.6437923562,223,72
2022-2023,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,11343,1394,510,5.8781952893,10089,2.456098391,9560,855,399,4.5160395746,8326,2.6011366002,1783,218,97,13.181733502,1763,1.7711363207,539,111
2022-2023,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,2922,227,176,2.591766294,2817,0.8608297835,2892,217,171,2.5020717112,2788,0.8616073848,30,2,0,11.238324074,29,0.7860727969,10,5
2022-2023,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,7299,936,444,5.3301539404,6283,2.9810989531,6326,615,338,4.6500557224,5331,3.0804870881,973,49,2,9.7518408131,952,2.4245462768,321,106
2022-2023,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,13791,1342,554,4.5338292485,12354,1.5798000648,10672,565,418,2.8150053098,9263,1.746913467,3119,309,46,10.414973549,3091,1.0790005033,777,136
2022-2023,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,17085,1941,960,6.7709732546,12812,3.7091072172,14008,974,613,5.6359552478,9770,4.1782353292,3077,327,19,11.938127054,3042,2.2024071335,967,347
2022-2023,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,17166,1775,1157,7.4034798924,13512,4.1682680416,14039,935,824,5.7868244019,10392,4.7958492644,3127,613,60,14.661627136,3120,2.0779398148,840,333
2022-2023,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,3971,26,200,9.2827466493,3225,2.0344809647,3789,24,192,9.4420566112,3043,2.0748174316,182,2,1,5.9661233211,182,1.3600641026,2,8
2022-2023,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,6932,989,287,3.1416840178,5783,1.8657509559,6256,781,243,2.7732052341,5169,1.9548223383,676,20,0,6.5517480276,614,1.1158975751,208,44
2022-2023,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,2202,297,103,3.3354372288,2109,1.2687852326,1790,208,89,3.1294168218,1700,1.3006263072,412,0,0,4.23052589,409,1.1364384678,89,14
2022-2023,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,7859,734,236,3.1107910605,4492,2.5131971035,5406,465,105,1.905549184,2138,2.6434740412,2453,50,3,5.7669417267,2354,2.3948742094,269,131
2022-2023,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,8707,620,371,5.1468745773,7192,2.8256945603,7880,462,302,4.1684576283,6383,3.0077842185,827,134,35,14.469638251,809,1.389009408,158,69
2022-2023,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,6249,890,204,3.6384867801,5506,1.599844614,5514,604,176,3.0498327993,4781,1.6813276511,735,24,1,8.0545929705,725,1.0625061303,286,28
2022-2023,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,13704,2019,934,9.0945235779,11720,3.4639849261,10189,857,561,5.2938704594,8210,3.9881471106,3515,946,411,20.11155192,3510,2.2379531497,1162,373
2022-2023,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,13237,1345,804,9.2876374934,9986,3.9822327926,9174,497,365,5.2005709372,6032,4.3446135426,4063,938,345,18.515978273,3954,3.4294051031,848,439
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,3868,688,79,1.830432394,3097,0.8346667922,3505,547,69,1.4279607703,2774,0.8544164063,363,14,4,5.7165564738,323,0.6650524596,141,10
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1217,129,59,2.845450105,1181,1.227307837,1187,121,59,2.7420043527,1151,1.2435534318,30,2,0,6.9384537037,30,0.6040185185,8,0
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,8539,1438,306,4.0402050071,7649,1.9421016545,6654,891,246,3.2545052683,5862,2.0650282422,1885,75,12,6.813704244,1787,1.5388584219,547,60
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,10001,1583,394,5.8735308969,8586,2.2343685457,8468,1024,315,4.2000941781,7058,2.4257615472,1533,278,42,15.117276582,1528,1.3503032286,559,79
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,8945,1446,393,5.0031438731,7743,1.6991805502,7221,846,249,3.5859996307,6043,1.9259875981,1724,149,6,10.938873904,1700,0.8929482026,600,144
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,8557,1477,391,5.5748927454,7377,2.1686317835,6782,834,266,3.2568280006,5642,2.2665439757,1775,312,117,14.431858998,1735,1.8502337496,643,125
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,10246,1772,541,8.9434824701,9447,2.136859438,7662,881,283,4.0624841208,6876,2.3536753442,2584,872,412,23.416473706,2571,1.5569970612,891,258
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,11182,1347,298,4.6071556718,9758,2.039500353,9497,919,183,3.4791974951,8086,2.1734357738,1685,166,13,10.964555556,1672,1.3917719963,428,115
2022-2023,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,28931,2051,427,2.5810743186,21559,1.9757021945,27606,1928,411,2.5368372013,20234,2.056558131,1325,0,0,3.5027421384,1325,0.7409557652,123,16
2022-2023,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,21199,3238,671,4.5432972336,19352,1.5067069008,16595,1587,354,2.5126983194,14750,1.7313112618,4604,521,25,11.862538976,4602,0.7868211285,1651,317
2022-2023,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,27136,4710,1339,7.1272082699,21978,2.5180661722,19019,1720,639,4.153730334,13889,3.1628475972,8117,1467,108,14.094385412,8089,1.4109615596,2990,700
2022-2023,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,24022,3699,724,6.8049168355,21762,1.7000859041,19084,1924,382,4.5792836931,16829,1.9107745723,4938,1065,169,15.40637145,4933,0.9813185013,1775,342
2022-2023,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,47946,8754,3068,7.9766402886,42969,1.3475956697,33552,3300,1506,3.2499118118,28579,1.6957170572,14394,4259,1011,18.994508418,14390,0.656215466,5454,1562
2022-2023,8,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,58252,9691,3561,9.2484344982,43196,3.2414033257,39028,2839,1061,5.5442282393,24043,4.1745212282,19224,4343,343,16.768605216,19153,2.0700487739,6852,2500
2022-2023,8,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,42472,6865,2710,10.162587973,34397,2.5711899697,28175,2012,1922,5.6396164646,20181,3.389488972,14297,4111,1313,19.075976953,14216,1.4095346402,4853,788
2022-2023,8,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,47666,7834,2667,11.268196117,29008,5.6078125383,33026,2723,982,6.8898410427,14426,7.2827641835,14640,5356,854,21.145214879,14582,3.9507797284,5111,1685
2022-2023,8,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,12726,1618,423,9.7293776521,9990,3.8372812535,10505,907,274,6.083415014,7781,4.371676127,2221,928,416,26.974239207,2209,1.9549242996,711,149
2022-2023,8,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,9171,962,436,6.2215738015,7881,2.8897537326,7401,556,227,3.9769891081,6137,3.0533244166,1770,331,111,15.606981325,1744,2.3141612513,406,209
2022-2023,8,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,19000,3384,1026,12.508080702,14915,4.1704974485,12645,1299,311,6.9245641887,8618,5.2740821536,6355,2274,772,23.61800459,6297,2.660144425,2085,715
2022-2023,8,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,10630,1461,558,9.5509234609,8543,3.0688658356,8159,714,296,5.7717650584,6109,3.3163683363,2471,759,299,22.02933439,2434,2.4476691317,747,262
2022-2023,8,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,30829,5505,1674,12.908252196,21413,3.6409852919,19172,1516,498,6.6837213413,9818,5.3610016183,11657,4406,1525,23.145595041,11595,2.1845712951,3989,1176
2022-2023,8,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,35740,5966,3441,15.019479816,24197,4.9499593154,21205,1799,994,7.2064900181,9774,6.8991472842,14535,5615,2244,26.417790697,14423,3.629057755,4167,2447
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,48500,7889,3798,9.9925315178,26038,5.3940233398,34706,3012,1609,6.173505918,12254,6.520624762,13794,4419,453,19.601281878,13784,4.3924727139,4877,2189
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,38943,5589,2225,10.195373152,28404,3.0308632196,28215,2088,831,5.0240591588,17751,3.6377076565,10728,3248,1912,23.796102489,10653,2.0196836833,3501,1394
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,28668,5302,1697,11.027738535,20689,4.4670944973,20913,2183,857,6.1902174086,12949,5.6558216636,7755,2877,1180,24.073138835,7740,2.4783570198,3119,840
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,34526,6590,2143,13.846456334,24977,4.7365532401,17534,1925,655,6.2504247304,8181,6.1806192193,16992,4899,2134,21.684781319,16796,4.0331772115,4665,1488
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,21380,3286,1040,9.0725567768,18186,2.4647018616,14710,1326,323,4.8962295113,11564,2.9751234675,6670,1780,559,18.283017658,6622,1.5733525034,1960,717
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,23469,4551,1258,17.744167625,17154,2.2038625588,15526,1432,354,8.3842492164,9213,3.1169959116,7943,4089,2142,36.039785555,7941,1.1444622843,3119,904
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,13737,1323,217,5.857549562,10821,3.3372019684,11674,763,168,4.1938373261,8772,3.0344752242,2063,431,40,15.272080169,2049,4.6332092891,560,49
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,23317,4382,1684,13.96973983,18385,2.2465128124,15499,1327,993,4.5159355263,10601,2.9555174826,7818,3119,1816,32.711683153,7784,1.2809220481,3055,691
2023-2024,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,12728,2383,681,5.0634734444,10813,2.1939245969,9242,1046,376,3.4604270661,7348,2.4549317275,3486,50,1,9.3134317428,3465,1.6404237614,1337,305
2023-2024,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,6868,1106,186,3.3800810118,6250,1.4156500444,5795,721,132,2.5128422011,5201,1.5186224337,1073,32,1,8.0638171792,1049,0.905107245,385,54
2023-2024,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,6434,885,202,1.8473216074,5978,0.9042105777,6017,762,188,1.5275695252,5562,0.9145561149,417,3,0,6.4611064482,416,0.7658887553,123,14
2023-2024,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,9268,1511,311,4.4142067688,8115,1.8450144451,5249,541,168,3.5091398362,4268,2.1398063105,4019,58,3,5.5962660695,3847,1.5179617595,970,143
2023-2024,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,10432,1828,415,5.4256950302,9115,2.7604703785,7638,870,235,4.6531788426,6393,3.1574638493,2794,86,6,7.5375342003,2722,1.8280753531,958,180
2023-2024,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,7937,1474,229,3.4985951171,7101,1.4254732901,6305,866,127,2.3399229448,5488,1.5907588273,1632,41,0,7.9749603418,1613,0.8631130743,608,102
2023-2024,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,10145,1895,335,3.9252504244,9334,1.6583160429,7922,1011,168,2.8953165236,7128,1.8073350792,2223,15,1,7.595577173,2206,1.1768075703,884,167
2023-2024,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,18912,3528,1009,6.1702790263,15175,2.4681357862,13449,1463,568,4.1766238299,9760,2.8759805043,5463,506,50,11.078327486,5415,1.733036165,2065,441
2023-2024,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,21112,3226,808,4.7876463491,16756,2.7985451812,16129,1747,382,3.682907668,11874,3.0102538693,4983,78,0,8.3634701875,4882,2.2836273271,1479,426
2023-2024,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,33195,5426,2253,7.3076132199,29187,2.4574206839,19063,1714,744,3.8568460864,15183,3.2354829414,14132,1810,131,11.962437298,14004,1.6138531848,3712,1509
2023-2024,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,12634,2143,436,4.1899605782,11406,1.8239361593,10555,1398,236,2.9665574504,9349,1.9598347417,2079,142,24,10.401129416,2057,1.2062813969,745,200
2023-2024,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,11165,1511,384,5.2849419565,10139,2.6305804594,8627,711,236,4.0175726724,7622,2.9106694073,2538,80,0,9.5928989362,2517,1.7824128151,800,148
2023-2024,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,14491,2132,963,5.5678586134,13104,2.1429937848,9823,900,325,3.3172503309,8528,2.3531858453,4668,410,38,10.303875143,4576,1.7512722174,1232,638
2023-2024,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,16081,2973,837,7.5518457427,12715,4.1099104732,9735,1080,308,4.9617056725,6609,4.5280481162,6346,439,4,11.525216935,6106,3.6573274921,1893,529
2023-2024,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,44177,3854,4183,8.3303944297,35527,2.256163192,24649,757,1345,4.9571880311,16069,3.5208321233,19528,2145,753,12.58818655,19458,1.2117616576,3097,2838
2023-2024,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,38497,6581,4749,10.093276713,34709,1.6524071967,21644,2257,1255,4.0889540853,17960,2.0692405964,16853,3888,1003,17.804518566,16749,1.205435565,4324,3494
2023-2024,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,21663,5066,592,7.7780703273,17954,1.9849802891,15244,2036,233,3.5548127314,11567,2.3372091823,6419,1741,341,17.807566945,6387,1.3470858776,3030,359
2023-2024,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,26001,6485,841,10.130161981,21027,2.3332828031,15715,1908,410,4.6350126383,10769,3.1380914611,10286,3034,440,18.525677431,10258,1.4883827798,4577,431
2023-2024,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,13138,3046,620,7.4754125015,11860,1.5392612891,6814,695,207,3.2051283306,5595,1.7737838844,6324,688,11,12.076569418,6265,1.3298193225,2351,413
2023-2024,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,24668,1778,340,2.9440579338,16860,1.8980714215,21741,1439,260,2.7529321839,13988,2.0688166643,2927,0,0,4.3636906389,2872,1.0664612349,339,80
2023-2024,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,7585,1378,228,5.2469779536,5898,2.0154733243,6148,881,99,3.0518189294,4471,2.2148538731,1437,233,58,14.638653445,1427,1.3907848633,497,129
2023-2024,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,10427,1377,238,2.9844844314,8778,1.5210986747,8425,759,155,2.3133942631,6831,1.7325937719,2002,29,5,5.8086276224,1947,0.7790735034,618,83
2023-2024,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,12350,1739,229,4.2767676113,10054,2.075221968,10027,986,142,3.3294294017,7758,2.3593750895,2323,87,8,8.3658594012,2296,1.1150913424,753,87
2023-2024,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,9664,1114,132,4.1111390499,7366,2.0249078725,8266,669,90,3.2002349988,5991,2.2001162855,1398,84,10,9.4970710141,1375,1.2615088889,445,42
2023-2024,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,8567,1606,251,5.8732096352,7016,1.7626717899,6906,1031,139,3.2927487772,5357,2.0163339763,1661,329,99,16.602085424,1659,0.9435829817,575,112
2023-2024,8,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,17729,6019,446,8.0205039139,16685,2.0746349848,9261,2113,257,4.095005489,8239,2.662378626,8468,955,4,12.313612194,8446,1.5012961428,3906,189
2023-2024,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,13251,1915,330,4.7466820114,10747,2.9044750215,11291,1116,188,3.9329297425,8810,3.2004827217,1960,91,13,9.4344763322,1937,1.5581519245,799,142
